SR.NO,Country,Active military,Reserve military,Paramilitary_x,Total_x,"Per 1,000 capita(active)","Per 1,000 capita(total)",Code,Type,Indicator Name,1960_x,1961_x,1962_x,1963_x,1964_x,1965_x,1966_x,1967_x,1968_x,1969_x,1970_x,1971_x,1972_x,1973_x,1974_x,1975_x,1976_x,1977_x,1978_x,1979_x,1980_x,1981_x,1982_x,1983_x,1984_x,1985_x,1986_x,1987_x,1988_x,1989_x,1990_x,1991_x,1992_x,1993_x,1994_x,1995_x,1996_x,1997_x,1998_x,1999_x,2000_x,2001_x,2002_x,2003_x,2004_x,2005_x,2006_x,2007_x,2008_x,2009_x,2010_x,2011_x,2012_x,2013_x,2014_x,2015_x,2016_x,2017_x,2018_x,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960_y,1961_y,1962_y,1963_y,1964_y,1965_y,1966_y,1967_y,1968_y,1969_y,1970_y,1971_y,1972_y,1973_y,1974_y,1975_y,1976_y,1977_y,1978_y,1979_y,1980_y,1981_y,1982_y,1983_y,1984_y,1985_y,1986_y,1987_y,1988_y,1989_y,1990_y,1991_y,1992_y,1993_y,1994_y,1995_y,1996_y,1997_y,1998_y,1999_y,2000_y,2001_y,2002_y,2003_y,2004_y,2005_y,2006_y,2007_y,2008_y,2009_y,2010_y,2011_y,2012_y,2013_y,2014_y,2015_y,2016_y,2017_y,2018_y,2019,2020,Total_y,country_code,Active Personnel,Aircraft Carriers,Armored Vehicles,Attack Helicopters,Available Manpower,Coastline Coverage,Corvettes,Dedicated Attack,Defense Budget,Destroyers,External Debt,Fighters/Interceptors,Fit-for-Service,Foreign Exchange/Gold,Frigates,Helicopter Carriers,Helicopters,Labor Force,Merchant Marine Fleet,Mine Warfare,Navy Ships,Oil Consumption,Oil Production,Oil Proven Reserves,Paramilitary_y,Patrol Vessels,Ports / Trade Terminals,Purchasing Power Parity,Railway Coverage,Reaching Mil Age Annually,Reserve Personnel,Roadway Coverage,Rocket Projectors,Self-Propelled Artillery,Shared Borders,Special-Mission,Square Land Area,Submarines,Tanker Fleet,Tanks,Total Aircraft Strength,Total Population,Towed Artillery,Trainers,Transports,Waterways (usable)
,NTC (Libya)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.0,Namibia,9900.0,0.0,6000.0,15900.0,3.9,6.3,NAM,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144767719.8,124561274.3,70155520.33,56958995.16,68236520.19,66463535.19,83659580.38,78912428.46,105765957.2,92397796.49,96757182.45,87992258.58,129449089.5,166997177.9,192072120.8,199559185.1,228174673.6,266250021.2,299516030.2,396539101.4,443591424.5,412163503.6,389958736.7,537453813.3,518231065.4,425388449.6,457882191.3,451546508.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,4.0,5.0,,,21.0,11.0,,16.0,,72.0,,24.0,15.0,3.0,1.0,57.0,9.0,2.0,,3.0,35.0,,,,285.0,NAM,12500.0,0.0,489.0,2.0,589202.0,1572.0,2.0,0.0,363800000.0,0.0,7969000000.0,30.0,382981.0,2432000000.0,0.0,0.0,7.0,956800.0,14.0,0.0,8.0,27000.0,0.0,0.0,5000.0,5.0,2.0,22600000000.0,2628.0,29460.0,0.0,48875.0,7.0,0.0,4220.0,0.0,824292.0,0.0,0.0,5.0,30.0,2678191.0,54.0,14.0,3.0,0.0
,Nauru,,,,,,,NRU,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.0,Nepal,96600.0,0.0,15000.0,111600.0,3.3,3.8,NPL,Country,Military expenditure (current USD),,,,,,,,,,,5185185.185,5891358.025,6503703.704,7152747.935,8446969.697,10529138.04,11876000.0,13208000.0,14867263.94,17300000.0,20083333.33,21959582.69,25491173.23,29081758.93,29211271.37,30532050.16,31053048.07,33928833.32,35789121.14,36331136.35,37929191.13,35431485.71,37607537.89,37041837.42,39252998.63,39766584.51,39547026.04,42587851.99,42273075.89,47484957.37,51358135.31,64701738.38,85405885.72,102934146.2,130650327.9,159326023.8,157247689.5,169575397.1,187069695.8,209703502.0,254950072.1,284518851.1,256686839.5,281038425.7,328115662.2,323797729.6,356495278.6,404705219.5,398521544.9,,,,,,,,,,,,,,,,2.0,0.0,,,,8.0,8.0,3.0,1.0,2.0,15.0,6.0,,,,,1.0,,,3.0,3.0,,,,1.0,,,1.0,,,1.0,,,,,,11.0,9.0,9.0,34.0,6.0,,,1.0,,,3.0,,,5.0,14.0,8.0,1.0,7.0,36.0,,196.0,NEP,95000.0,0.0,277.0,0.0,14908190.0,0.0,0.0,0.0,437580000.0,0.0,5849000000.0,14.0,11470179.0,9091000000.0,0.0,0.0,9.0,16810000.0,0.0,0.0,0.0,27000.0,0.0,0.0,10000.0,0.0,0.0,110720000000.0,59.0,760622.0,0.0,27990.0,0.0,0.0,3159.0,0.0,147181.0,0.0,0.0,0.0,14.0,30424878.0,14.0,0.0,5.0,0.0
110.0,Netherlands,35400.0,4500.0,5900.0,45800.0,2.1,2.7,NLD,Country,Military expenditure (current USD),454719432.1,551530519.8,603866851.7,637373073.3,735383641.4,749993912.4,770691796.3,883921396.7,905836803.3,1017240120.0,1079942533.0,1249389090.0,1522236183.0,1917119276.0,2285358296.0,2814545011.0,2898055461.0,3704801157.0,4226968876.0,5038015817.0,5269306825.0,4527100427.0,4829535607.0,4256634367.0,3977294580.0,3884181822.0,5351016847.0,6542917225.0,6728811707.0,6399237699.0,7420849636.0,7246192325.0,7904561273.0,7054868962.0,7137373801.0,8011539559.0,7829004728.0,6839136799.0,6836084823.0,7026433290.0,5971807629.0,6200391943.0,6728153969.0,8356338470.0,9377114724.0,9566980053.0,10217765740.0,11480377424.0,12374848940.0,12131812076.0,11220523280.0,11647934608.0,10364720787.0,10226260325.0,10332602878.0,8667849617.0,9115240932.0,9580685498.0,11242755804.0,154.0,454.0,423.0,975.0,784.0,719.0,1171.0,703.0,467.0,146.0,294.0,309.0,370.0,711.0,910.0,745.0,182.0,741.0,266.0,555.0,699.0,698.0,662.0,21.0,40.0,96.0,266.0,579.0,699.0,775.0,621.0,757.0,1243.0,1356.0,1203.0,899.0,813.0,629.0,383.0,711.0,274.0,324.0,239.0,142.0,210.0,83.0,205.0,126.0,271.0,278.0,123.0,164.0,244.0,125.0,127.0,98.0,317.0,237.0,154.0,293.0,190.0,120.0,254.0,451.0,8.0,59.0,75.0,33.0,144.0,492.0,570.0,30654.0,NTH,35000.0,0.0,2806.0,24.0,7801831.0,451.0,0.0,13.0,14260000000.0,0.0,4345413000000.0,156.0,6328152.0,38440000000.0,6.0,0.0,70.0,8907000.0,1199.0,6.0,61.0,945500.0,18000.0,81130000.0,5000.0,4.0,6.0,945480000000.0,3058.0,190711.0,5000.0,139124.0,0.0,57.0,1053.0,0.0,41543.0,4.0,1.0,18.0,156.0,17337403.0,15.0,28.0,4.0,6237.0
,New Caledonia,,,,,,,NCL,Semi Autonomous Region,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111.0,New Zealand,9000.0,2300.0,0.0,11300.0,2.0,2.5,NZL,Country,Military expenditure (current USD),101219676.1,96678751.22,96323106.14,100042547.6,123402030.6,126982427.6,148221481.3,149591230.9,135520021.7,147560023.6,171920027.5,180841169.8,206172013.2,246331493.0,291444123.1,292259947.4,271671526.2,307431743.8,388573502.3,436892310.9,676939260.5,660354444.4,608767756.5,567555469.4,530331804.6,529191398.5,691134040.0,925756538.6,961838312.4,959602906.4,1057749672.0,989033810.0,870398917.2,866788074.6,979531817.0,1146415728.0,1238271987.0,1180888907.0,969356349.5,970306042.0,858414919.5,796636889.1,865788853.0,1132832007.0,1285163189.0,1389770959.0,1463950819.0,1713995943.0,1661242822.0,1623013593.0,1930748002.0,2080091009.0,2094946041.0,2134105838.0,2274148859.0,1943757736.0,2093352062.0,2328156653.0,2262928312.0,41.0,72.0,148.0,13.0,,38.0,148.0,90.0,58.0,,119.0,111.0,8.0,5.0,,10.0,407.0,4.0,56.0,,168.0,133.0,20.0,19.0,7.0,48.0,7.0,34.0,,,,31.0,62.0,100.0,41.0,9.0,29.0,5.0,59.0,26.0,23.0,42.0,55.0,36.0,16.0,7.0,7.0,309.0,16.0,304.0,,45.0,17.0,108.0,49.0,10.0,6.0,81.0,3.0,56.0,58.0,28.0,30.0,26.0,85.0,90.0,,,6.0,3.0,125.0,3764.0,NWZ,9600.0,0.0,500.0,0.0,2146320.0,15134.0,0.0,0.0,3700000000.0,0.0,190621000000.0,47.0,1717056.0,20680000000.0,2.0,0.0,22.0,2709000.0,115.0,0.0,9.0,169100.0,25000.0,51800000.0,0.0,4.0,6.0,215600000000.0,4128.0,59897.0,2500.0,94000.0,0.0,0.0,0.0,5.0,267710.0,0.0,0.0,0.0,47.0,4991442.0,24.0,13.0,7.0,0.0
112.0,Nicaragua,12000.0,0.0,0.0,12000.0,2.0,2.0,NIC,Country,Military expenditure (current USD),,,,,,,,,6891062.971,6988120.196,8346921.345,8443978.57,10967466.42,10433752.95,14995341.25,18537929.96,25234878.48,35231772.65,44549266.25,32278195.0,47159888.99,71927312.7,,,,,,,,,1142475980.0,67668345.5,47200000.0,40210589.62,35401494.6,35119851.46,31533400.51,30270700.5,26271274.53,26927929.68,30825265.68,28193450.44,34831910.07,35307124.98,32628065.16,34123573.95,37285145.13,39472043.8,42659728.78,41721772.9,44272442.92,51453111.13,70132969.8,74532010.94,81391931.09,98932947.15,85073598.44,86725444.84,81593932.69,,,,3.0,15.0,27.0,1.0,4.0,6.0,,2.0,8.0,6.0,8.0,0.0,0.0,2.0,,,,,5.0,5.0,10.0,,,8.0,19.0,13.0,,,41.0,67.0,47.0,165.0,87.0,88.0,151.0,63.0,14.0,102.0,1.0,,,,,,,,,,,,,,,,14.0,,14.0,,,,,13.0,15.0,86.0,7.0,,13.0,,1128.0,NIC,12000.0,0.0,300.0,0.0,3059526.0,910.0,0.0,0.0,88340000.0,0.0,11674000000.0,17.0,2597475.0,2758000000.0,0.0,0.0,11.0,3046000.0,5.0,0.0,25.0,37000.0,0.0,0.0,0.0,22.0,2.0,34980000000.0,0.0,137366.0,0.0,23897.0,163.0,0.0,1253.0,0.0,130370.0,0.0,0.0,195.0,17.0,6243931.0,630.0,1.0,5.0,2220.0
113.0,Niger,5300.0,0.0,5400.0,10700.0,0.3,0.5,NER,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,7330399.929,8181627.956,11010257.25,14774701.32,17482911.97,17039000.38,13984418.41,12781263.88,12354815.18,10632625.18,10877815.44,14412109.52,13662211.31,,,,,,,17471024.22,18431407.12,17398035.78,17304328.31,22035691.04,23550468.65,20084946.68,24828146.93,20660327.01,24604267.03,31611724.73,32798198.18,,,53630486.48,53000300.73,66889841.44,83947561.38,148865779.9,106064286.3,145600356.0,,166192292.3,200183930.0,229639906.1,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,2.0,1.0,12.0,,,3.0,,,,2.0,57.0,7.0,,6.0,13.0,3.0,,3.0,,,,,7.0,,,,,,3.0,,,,,,5.0,,,,,8.0,1.0,0.0,0.0,,13.0,4.0,10.0,0.0,3.0,0.0,5.0,18.0,189.0,NGR,10000.0,0.0,182.0,1.0,7081730.0,0.0,0.0,2.0,287280000.0,0.0,3728000000.0,16.0,4744759.0,1314000000.0,0.0,0.0,7.0,6500000.0,1.0,0.0,0.0,14000.0,9000.0,150000000.0,3000.0,0.0,0.0,28970000000.0,0.0,401298.0,0.0,18949.0,0.0,0.0,5834.0,2.0,1267000.0,0.0,0.0,0.0,16.0,23605767.0,0.0,0.0,5.0,300.0
114.0,Nigeria,143000.0,0.0,80000.0,223000.0,0.7,1.1,NGA,Country,Military expenditure (current USD),23379990.65,28279988.69,38639984.54,45499981.8,54319978.27,65939973.62,55719977.71,239959904.0,369039852.4,684459726.2,662339735.1,639259541.9,904095638.4,1020223592.0,1351141235.0,3028584797.0,2644426038.0,3138198948.0,3022642270.0,3070825338.0,3029915085.0,2135475014.0,1651914513.0,1627393327.0,1210916250.0,1091662993.0,516893509.3,201691218.2,271106046.5,170705511.3,277297783.5,243705781.0,173657679.3,289231103.9,319694489.9,639406630.6,701412878.6,818784525.3,1149684730.0,491671368.6,368644109.5,570632287.8,896913201.4,587461887.3,639990066.8,674208144.8,776148058.3,971321378.6,1615533211.0,1504486172.0,1990099669.0,2384936022.0,2316478200.0,2418760171.0,2357665891.0,2065557663.0,1723204266.0,1621218176.0,2043051719.0,,,,,,,,,,5.0,,1.0,8.0,9.0,2.0,116.0,99.0,45.0,46.0,39.0,14.0,12.0,113.0,7.0,24.0,424.0,104.0,68.0,136.0,87.0,502.0,326.0,626.0,41.0,359.0,572.0,212.0,115.0,62.0,15.0,18.0,3.0,58.0,41.0,95.0,2.0,15.0,1.0,,,36.0,9.0,6.0,62.0,11.0,,15.0,59.0,33.0,65.0,189.0,63.0,28.0,30.0,220.0,187.0,50.0,41.0,49.0,18.0,108.0,5698.0,NGA,135000.0,0.0,2019.0,15.0,116315847.0,853.0,0.0,22.0,5875755689.0,0.0,26847000000.0,140.0,83835195.0,38770000000.0,1.0,0.0,52.0,60080000.0,791.0,2.0,133.0,325000.0,2000000.0,37450000000.0,80000.0,109.0,4.0,1013530000000.0,3798.0,3950350.0,0.0,195000.0,47.0,44.0,4477.0,6.0,923768.0,0.0,0.0,376.0,140.0,219463862.0,349.0,26.0,20.0,8600.0
,North America,,,,,,,NAC,Regions Clubbed Geographically,Military expenditure (current USD),47082442711.0,49485820881.0,54052313753.0,53905091701.0,52870457283.0,53401704540.0,65186422827.0,77223500366.0,82529265817.0,83213108751.0,81735157918.0,76939659711.0,79872737031.0,80721060955.0,88715465529.0,91580915490.0,94594805735.0,105000000000.0,113000000000.0,126000000000.0,143000000000.0,175000000000.0,220000000000.0,221000000000.0,239000000000.0,266000000000.0,289000000000.0,297000000000.0,303000000000.0,315000000000.0,318000000000.0,292000000000.0,316000000000.0,308000000000.0,298000000000.0,288000000000.0,280000000000.0,284000000000.0,282000000000.0,289000000000.0,310000000000.0,321000000000.0,365000000000.0,425000000000.0,476000000000.0,516000000000.0,542000000000.0,574000000000.0,640000000000.0,688000000000.0,717000000000.0,733000000000.0,705000000000.0,658000000000.0,628000000000.0,614000000000.0,618000000000.0,627000000000.0,670000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115.0,North Korea,1280000.0,600000.0,5889000.0,7769000.0,50.4,306.1,PRK,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.0,372.0,211.0,674.0,263.0,404.0,479.0,428.0,827.0,579.0,405.0,69.0,181.0,197.0,168.0,117.0,855.0,854.0,1299.0,605.0,629.0,1572.0,568.0,640.0,933.0,636.0,502.0,312.0,369.0,238.0,416.0,263.0,549.0,511.0,283.0,1040.0,1097.0,849.0,854.0,595.0,295.0,198.0,137.0,93.0,35.0,143.0,78.0,9.0,9.0,179.0,18.0,28.0,9.0,8.0,8.0,5.0,5.0,5.0,5.0,4.0,1.0,,,,,,,,,,,23975.0,NKO,1200000.0,0.0,4114.0,20.0,9299290.0,2495.0,0.0,114.0,4500000000.0,0.0,5000000000.0,946.0,5217935.0,5000000000.0,5.0,0.0,204.0,14000000.0,264.0,10.0,450.0,18000.0,0.0,0.0,200000.0,200.0,7.0,38500000000.0,7435.0,413302.0,600000.0,25554.0,1360.0,450.0,1607.0,0.0,120538.0,35.0,0.0,5895.0,946.0,25831360.0,250.0,169.0,1.0,2250.0
116.0,North Macedonia,8000.0,4850.0,7600.0,20450.0,3.8,9.7,MKD,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130636725.9,83254172.21,78991291.13,66236920.45,69828947.91,226303002.3,106309576.7,115827201.7,135256294.8,127003654.4,126008876.7,162567237.1,172658158.9,158716661.5,130021469.1,132461994.8,119410402.5,126506348.7,124185105.7,99983659.56,101492863.4,111826544.2,117383985.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,0.0,,,12.0,81.0,14.0,112.0,,,,,0.0,,,,,,,1.0,,,0.0,,,,,248.0,MAC,7500.0,0.0,228.0,4.0,944948.0,0.0,0.0,0.0,192639000.0,0.0,9065000000.0,20.0,781072.0,2802000000.0,0.0,0.0,10.0,793000.0,0.0,0.0,0.0,21000.0,0.0,0.0,4000.0,0.0,0.0,33000000000.0,925.0,27667.0,3000.0,14182.0,11.0,0.0,838.0,0.0,25713.0,0.0,0.0,10.0,20.0,2128262.0,36.0,10.0,0.0,280.0
,North Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,4.0,,,1.0,,60.0,19.0,8.0,,23.0,,,,,0.0,,27.0,11.0,,,,,9.0,9.0,0.0,13.0,14.0,740.0,700.0,149.0,45.0,9.0,98.0,101.0,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Northern Alliance (Afghanistan)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,19.0,207.0,,,,,,,,,,,,,,,,,,,,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Northern Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Northern Mariana Islands,,,,,,,MNP,Semi Autonomous Region,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.0,Norway,23250.0,40000.0,0.0,63250.0,4.3,11.8,NOR,Country,Military expenditure (current USD),148119940.8,165059934.0,191939923.2,205099918.0,219799912.1,265579893.8,272579891.0,293579882.6,321999871.2,350279859.9,388359844.7,428293444.8,491632831.2,607891665.2,710867536.4,912771143.3,977362861.3,1114680192.0,1307453860.0,1453771374.0,1668684529.0,1649618173.0,1697544015.0,1698789946.0,1554623805.0,1796625192.0,2168162775.0,2753415610.0,2894745726.0,2932580201.0,3394869435.0,3287551636.0,3803684930.0,3175583193.0,3403291213.0,3508040839.0,3537003416.0,3253032488.0,3324939365.0,3309198286.0,2922343510.0,2965973987.0,4065868548.0,4517514992.0,4887380337.0,4884904928.0,5011748967.0,5875288100.0,6370921986.0,6195603602.0,6498659038.0,7232260585.0,7143962183.0,7391829787.0,7334073604.0,5815228175.0,5997385048.0,6465750412.0,7067073381.0,113.0,127.0,426.0,421.0,19.0,168.0,282.0,142.0,144.0,110.0,145.0,93.0,60.0,227.0,260.0,371.0,773.0,696.0,289.0,524.0,145.0,86.0,68.0,63.0,55.0,49.0,35.0,27.0,24.0,44.0,251.0,435.0,457.0,441.0,337.0,122.0,141.0,198.0,308.0,667.0,369.0,322.0,254.0,181.0,94.0,79.0,152.0,159.0,152.0,155.0,229.0,99.0,90.0,9.0,6.0,14.0,557.0,596.0,615.0,583.0,159.0,606.0,143.0,51.0,16.0,143.0,142.0,352.0,527.0,401.0,427.0,17021.0,NOR,23000.0,0.0,700.0,0.0,2203836.0,25148.0,6.0,21.0,8300000000.0,0.0,651040000000.0,161.0,1807146.0,65920000000.0,4.0,0.0,49.0,2699000.0,1644.0,6.0,48.0,205300.0,1515000.0,6376000000.0,40000.0,17.0,11.0,342060000000.0,4200.0,71625.0,0.0,94902.0,12.0,80.0,2566.0,8.0,323802.0,6.0,0.0,36.0,161.0,5509591.0,0.0,35.0,4.0,1577.0
,Not classified,,,,,,,INX,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OECD members,,,,,,,OED,Regions Clubbed Economically,Military expenditure (current USD),67776988377.0,71614957875.0,78891385690.0,80972809102.0,81481501862.0,83645315919.0,97527198579.0,112000000000.0,118000000000.0,121000000000.0,123000000000.0,123000000000.0,134000000000.0,148000000000.0,165000000000.0,181000000000.0,187000000000.0,208000000000.0,229000000000.0,253000000000.0,288000000000.0,314000000000.0,357000000000.0,354000000000.0,368000000000.0,397000000000.0,457000000000.0,500000000000.0,525000000000.0,534000000000.0,576000000000.0,561000000000.0,595000000000.0,570000000000.0,568000000000.0,581000000000.0,571000000000.0,554000000000.0,546000000000.0,560000000000.0,569000000000.0,570000000000.0,632000000000.0,740000000000.0,829000000000.0,880000000000.0,919000000000.0,993000000000.0,1100000000000.0,1130000000000.0,1160000000000.0,1200000000000.0,1160000000000.0,1100000000000.0,1080000000000.0,1010000000000.0,1020000000000.0,1050000000000.0,1120000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OSCE**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118.0,Oman,42600.0,0.0,4400.0,47000.0,12.2,13.5,OMN,Country,Military expenditure (current USD),,,,,,,,,,,,29065079.3,54524419.38,89826506.52,255573248.4,523306311.5,589099594.7,514837869.1,574334105.4,584105385.1,883757961.8,1133468442.0,1261580776.0,1457006369.0,1580789642.0,1617713053.0,1305689797.0,1139141743.0,1148894668.0,1171521456.0,1447919376.0,1254811443.0,1517165150.0,1439921977.0,1520091027.0,1513849155.0,1437191157.0,1482054616.0,1318205462.0,1340442133.0,1577243173.0,1819895969.0,1868465540.0,1969310793.0,2230689207.0,2739011704.0,3022626788.0,3244603381.0,3462483745.0,3367490247.0,3671391417.0,5000715215.0,9250650195.0,8766319896.0,8213524057.0,7533550065.0,7935955787.0,6802665800.0,6710013004.0,,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,2.0,7.0,5.0,36.0,26.0,60.0,11.0,71.0,67.0,181.0,150.0,250.0,81.0,43.0,12.0,72.0,182.0,356.0,120.0,86.0,49.0,40.0,19.0,119.0,59.0,,,55.0,145.0,278.0,293.0,165.0,22.0,,120.0,33.0,40.0,36.0,41.0,170.0,296.0,12.0,72.0,94.0,31.0,21.0,120.0,487.0,714.0,127.0,423.0,777.0,277.0,86.0,85.0,7127.0,OMA,40000.0,0.0,932.0,0.0,1404007.0,2092.0,5.0,10.0,8396300000.0,0.0,46270000000.0,128.0,1222964.0,16090000000.0,0.0,0.0,31.0,2255000.0,57.0,0.0,22.0,188000.0,980000.0,5373000000.0,6000.0,12.0,5.0,135000000000.0,0.0,48032.0,0.0,60230.0,12.0,0.0,1561.0,4.0,309500.0,0.0,0.0,117.0,128.0,3694755.0,183.0,45.0,9.0,0.0
,Other small states,,,,,,,OSS,Regions Clubbed Geographically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1181034800.0,1241572243.0,1321905494.0,1492967640.0,1665571036.0,1567182738.0,1405242372.0,1476880365.0,1538111279.0,2336006316.0,2716234095.0,2840470034.0,3197518931.0,3541094594.0,4420949379.0,5600124148.0,5382383419.0,5314373065.0,3764836894.0,3828862888.0,3965664123.0,4512570500.0,4074979973.0,4184199984.0,,4366787606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PAIGC (Portugal)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PIJ (Israel/Palestine)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PKK (Turkey)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PLO (Israel)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,4.0,12.0,14.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
